image,mask
images/000_transparent_reflectance_tile_1120_4256.tif,labels/000_transparent_reflectance_tile_1120_4256.tif
images/000_transparent_reflectance_tile_1120_4704.tif,labels/000_transparent_reflectance_tile_1120_4704.tif
images/000_transparent_reflectance_tile_1120_4928.tif,labels/000_transparent_reflectance_tile_1120_4928.tif
images/000_transparent_reflectance_tile_1344_3584.tif,labels/000_transparent_reflectance_tile_1344_3584.tif
images/000_transparent_reflectance_tile_1344_3808.tif,labels/000_transparent_reflectance_tile_1344_3808.tif
images/000_transparent_reflectance_tile_1344_4256.tif,labels/000_transparent_reflectance_tile_1344_4256.tif
images/000_transparent_reflectance_tile_1344_4704.tif,labels/000_transparent_reflectance_tile_1344_4704.tif
images/000_transparent_reflectance_tile_1568_4704.tif,labels/000_transparent_reflectance_tile_1568_4704.tif
images/000_transparent_reflectance_tile_1792_4256.tif,labels/000_transparent_reflectance_tile_1792_4256.tif
images/000_transparent_reflectance_tile_2016_3808.tif,labels/000_transparent_reflectance_tile_2016_3808.tif
images/000_transparent_reflectance_tile_2240_2464.tif,labels/000_transparent_reflectance_tile_2240_2464.tif
images/000_transparent_reflectance_tile_2240_2688.tif,labels/000_transparent_reflectance_tile_2240_2688.tif
images/000_transparent_reflectance_tile_2464_3360.tif,labels/000_transparent_reflectance_tile_2464_3360.tif
images/000_transparent_reflectance_tile_2464_4704.tif,labels/000_transparent_reflectance_tile_2464_4704.tif
images/000_transparent_reflectance_tile_2688_1568.tif,labels/000_transparent_reflectance_tile_2688_1568.tif
images/000_transparent_reflectance_tile_2688_2464.tif,labels/000_transparent_reflectance_tile_2688_2464.tif
images/000_transparent_reflectance_tile_3136_2912.tif,labels/000_transparent_reflectance_tile_3136_2912.tif
images/000_transparent_reflectance_tile_3136_3136.tif,labels/000_transparent_reflectance_tile_3136_3136.tif
images/000_transparent_reflectance_tile_3808_1120.tif,labels/000_transparent_reflectance_tile_3808_1120.tif
images/000_transparent_reflectance_tile_3808_448.tif,labels/000_transparent_reflectance_tile_3808_448.tif
images/000_transparent_reflectance_tile_3808_672.tif,labels/000_transparent_reflectance_tile_3808_672.tif
images/000_transparent_reflectance_tile_4032_1120.tif,labels/000_transparent_reflectance_tile_4032_1120.tif
images/000_transparent_reflectance_tile_4480_1792.tif,labels/000_transparent_reflectance_tile_4480_1792.tif
images/000_transparent_reflectance_tile_4704_896.tif,labels/000_transparent_reflectance_tile_4704_896.tif
images/000_transparent_reflectance_tile_5152_2016.tif,labels/000_transparent_reflectance_tile_5152_2016.tif
images/000_transparent_reflectance_tile_672_5152.tif,labels/000_transparent_reflectance_tile_672_5152.tif
images/001_transparent_reflectance_tile_1120_4480.tif,labels/001_transparent_reflectance_tile_1120_4480.tif
images/001_transparent_reflectance_tile_1344_3360.tif,labels/001_transparent_reflectance_tile_1344_3360.tif
images/001_transparent_reflectance_tile_1568_2240.tif,labels/001_transparent_reflectance_tile_1568_2240.tif
images/001_transparent_reflectance_tile_1568_2688.tif,labels/001_transparent_reflectance_tile_1568_2688.tif
images/001_transparent_reflectance_tile_2240_2016.tif,labels/001_transparent_reflectance_tile_2240_2016.tif
images/001_transparent_reflectance_tile_2240_2688.tif,labels/001_transparent_reflectance_tile_2240_2688.tif
images/001_transparent_reflectance_tile_2464_1120.tif,labels/001_transparent_reflectance_tile_2464_1120.tif
images/001_transparent_reflectance_tile_2912_2912.tif,labels/001_transparent_reflectance_tile_2912_2912.tif
images/001_transparent_reflectance_tile_3136_2912.tif,labels/001_transparent_reflectance_tile_3136_2912.tif
images/001_transparent_reflectance_tile_4032_1344.tif,labels/001_transparent_reflectance_tile_4032_1344.tif
images/001_transparent_reflectance_tile_4032_896.tif,labels/001_transparent_reflectance_tile_4032_896.tif
images/001_transparent_reflectance_tile_4256_1120.tif,labels/001_transparent_reflectance_tile_4256_1120.tif
images/001_transparent_reflectance_tile_4480_896.tif,labels/001_transparent_reflectance_tile_4480_896.tif
images/001_transparent_reflectance_tile_448_4480.tif,labels/001_transparent_reflectance_tile_448_4480.tif
images/002_transparent_reflectance_tile_1568_5152.tif,labels/002_transparent_reflectance_tile_1568_5152.tif
images/002_transparent_reflectance_tile_1792_5600.tif,labels/002_transparent_reflectance_tile_1792_5600.tif
images/002_transparent_reflectance_tile_2464_4032.tif,labels/002_transparent_reflectance_tile_2464_4032.tif
images/002_transparent_reflectance_tile_2688_4480.tif,labels/002_transparent_reflectance_tile_2688_4480.tif
images/002_transparent_reflectance_tile_2688_5376.tif,labels/002_transparent_reflectance_tile_2688_5376.tif
images/002_transparent_reflectance_tile_3136_5152.tif,labels/002_transparent_reflectance_tile_3136_5152.tif
images/002_transparent_reflectance_tile_3360_3808.tif,labels/002_transparent_reflectance_tile_3360_3808.tif
images/002_transparent_reflectance_tile_3808_2016.tif,labels/002_transparent_reflectance_tile_3808_2016.tif
images/002_transparent_reflectance_tile_4256_2912.tif,labels/002_transparent_reflectance_tile_4256_2912.tif
images/002_transparent_reflectance_tile_4256_4032.tif,labels/002_transparent_reflectance_tile_4256_4032.tif
images/002_transparent_reflectance_tile_4480_2912.tif,labels/002_transparent_reflectance_tile_4480_2912.tif
